Date;Location;Total Cases;Total Deaths;Total Recovered
9/22/2020;Jawa Tengah;23022;1633;16304
9/22/2020;Jawa Timur;40997;3416;35136
9/22/2020;Kalimantan Barat;879;7;720
9/22/2020;Kalimantan Selatan;9901;400;8265
9/22/2020;Kalimantan Tengah;3300;130;2551
9/22/2020;Kalimantan Timur;7067;278;4683
9/22/2020;Kalimantan Utara;503;3;429
9/22/2020;Kepulauan Bangka Belitung;321;4;270
9/22/2020;Kepulauan Riau;1748;55;1181
9/22/2020;Lampung;762;30;460
9/22/2020;Maluku;2652;41;1665
9/22/2020;Maluku Utara;2014;73;1787
9/22/2020;Nusa Tenggara Barat;3137;187;2456
9/22/2020;Nusa Tenggara Timur;332;5;231
9/22/2020;Papua;5248;75;3580
9/22/2020;Papua Barat;1586;26;920
9/22/2020;Riau;5742;106;2381
9/22/2020;Sulawesi Barat;530;7;380
9/22/2020;Sulawesi Selatan;14444;399;10710
9/22/2020;Sulawesi Tengah;330;13;238
9/22/2020;Sulawesi Tenggara;2261;50;1519
9/22/2020;Sulawesi Utara;4329;172;3403
9/22/2020;Sumatera Barat;4650;96;2403
9/22/2020;Sumatera Selatan;5497;325;4054
9/22/2020;Sumatera Utara;9566;402;5758
9/23/2020;Aceh;3835;145;1761
9/23/2020;Bali;8121;57;1576
9/23/2020;Banten;4782;178;4069
9/23/2020;Bengkulu;572;31;353
9/23/2020;DKI Jakarta;65687;1640;51696
9/23/2020;Daerah Istimewa Yogyakarta;2375;61;1636
9/23/2020;Gorontalo;2488;72;2166
9/23/2020;Indonesia;257388;9977;187958
9/23/2020;Jambi;395;9;264
9/23/2020;Jawa Barat;19771;407;11442
9/23/2020;Jawa Tengah;23279;1653;16675
9/23/2020;Jawa Timur;41339;3439;35471
9/23/2020;Kalimantan Barat;885;8;722
9/23/2020;Kalimantan Selatan;9983;403;8369
9/23/2020;Kalimantan Tengah;3392;130;2589
9/23/2020;Kalimantan Timur;7263;282;4907
9/23/2020;Kalimantan Utara;532;3;433
9/23/2020;Kepulauan Bangka Belitung;335;4;270
9/23/2020;Kepulauan Riau;1865;55;1200
9/23/2020;Lampung;778;30;494
9/23/2020;Maluku;2654;41;1689
9/23/2020;Maluku Utara;2035;73;1787
9/23/2020;Nusa Tenggara Barat;3161;187;2476
9/23/2020;Nusa Tenggara Timur;349;6;240
9/23/2020;Papua;5387;79;3630
9/23/2020;Papua Barat;1673;26;939
9/23/2020;Riau;5931;117;2710
9/23/2020;Sulawesi Barat;540;7;385
9/23/2020;Sulawesi Selatan;14567;400;10788
9/23/2020;Sulawesi Tengah;344;14;240
9/23/2020;Sulawesi Tenggara;2351;51;1638
9/23/2020;Sulawesi Utara;4335;172;3419
9/23/2020;Sumatera Barat;4854;98;2508
9/23/2020;Sumatera Selatan;5607;330;4068
9/23/2020;Sumatera Utara;9653;407;5873
9/24/2020;Aceh;3891;146;1876
9/24/2020;Bali;8240;70;1590
9/24/2020;Banten;4912;182;4122
9/24/2020;Bengkulu;579;31;367
9/24/2020;DKI Jakarta;66731;1660;52858
9/24/2020;Daerah Istimewa Yogyakarta;2397;64;1654
9/24/2020;Gorontalo;2488;72;2187
9/24/2020;Indonesia;262022;10105;191853
9/24/2020;Jambi;399;9;266
9/24/2020;Jawa Barat;20522;422;11753
9/24/2020;Jawa Tengah;23714;1679;17360
9/24/2020;Jawa Timur;41698;3463;35834
9/24/2020;Kalimantan Barat;901;8;729
9/24/2020;Kalimantan Selatan;10046;404;8450
9/24/2020;Kalimantan Tengah;3431;130;2607
9/24/2020;Kalimantan Timur;7458;287;5030
9/24/2020;Kalimantan Utara;550;3;434
9/24/2020;Kepulauan Bangka Belitung;336;4;275
9/24/2020;Kepulauan Riau;1876;55;1216
9/24/2020;Lampung;799;30;494
9/24/2020;Maluku;2654;41;1689
9/24/2020;Maluku Utara;2039;73;1799
9/24/2020;Nusa Tenggara Barat;3200;190;2496
9/24/2020;Nusa Tenggara Timur;367;6;240
9/24/2020;Papua;5653;81;3698
9/24/2020;Papua Barat;1673;26;939
9/24/2020;Riau;6166;126;2826
9/24/2020;Sulawesi Barat;546;9;395
9/24/2020;Sulawesi Selatan;14729;403;10860
9/24/2020;Sulawesi Tengah;348;15;243
9/24/2020;Sulawesi Tenggara;2422;52;1714
9/24/2020;Sulawesi Utara;4357;173;3455
9/24/2020;Sumatera Barat;5156;100;2652
9/24/2020;Sumatera Selatan;5690;331;4101
9/24/2020;Sumatera Utara;9749;410;6012
9/25/2020;Aceh;3982;148;1877
9/25/2020;Bali;8384;73;1603
9/25/2020;Banten;5021;184;4299
9/25/2020;Bengkulu;590;32;379
9/25/2020;DKI Jakarta;67902;1673;54484
9/25/2020;Daerah Istimewa Yogyakarta;2458;64;1679
9/25/2020;Gorontalo;2533;74;2196
9/25/2020;Indonesia;266845;10218;196196
9/25/2020;Jambi;409;9;267
9/25/2020;Jawa Barat;20986;431;12642
9/25/2020;Jawa Tengah;24044;1694;17628
9/25/2020;Jawa Timur;41982;3485;36208
9/25/2020;Kalimantan Barat;935;8;769
9/25/2020;Kalimantan Selatan;10079;408;8501
9/25/2020;Kalimantan Tengah;3474;130;2637
9/25/2020;Kalimantan Timur;7850;295;5085
9/25/2020;Kalimantan Utara;556;4;448
9/25/2020;Kepulauan Bangka Belitung;337;4;278
9/25/2020;Kepulauan Riau;2023;55;1229
9/25/2020;Lampung;814;30;519
9/25/2020;Maluku;2654;41;1689
9/25/2020;Maluku Utara;2045;73;1799
9/25/2020;Nusa Tenggara Barat;3218;192;2535
9/25/2020;Nusa Tenggara Timur;388;6;240
9/25/2020;Papua;5763;81;3698
9/25/2020;Papua Barat;1819;29;1040
9/25/2020;Riau;6366;131;3007
9/25/2020;Sulawesi Barat;567;11;407
9/25/2020;Sulawesi Selatan;14899;404;10944
9/25/2020;Sulawesi Tengah;354;15;243
9/25/2020;Sulawesi Tenggara;2501;53;1743
9/25/2020;Sulawesi Utara;4390;173;3467
9/25/2020;Sumatera Barat;5364;104;2741
9/25/2020;Sumatera Selatan;5734;336;4140
9/25/2020;Sumatera Utara;9843;415;6112
9/26/2020;Aceh;4173;151;1878
9/26/2020;Bali;8447;74;1611
9/26/2020;Banten;5156;184;4497
9/26/2020;Bengkulu;600;34;391
9/26/2020;DKI Jakarta;69225;1685;55248
9/26/2020;Daerah Istimewa Yogyakarta;2499;64;1719
9/26/2020;Gorontalo;2538;74;2202
9/26/2020;Indonesia;271339;10308;199403
9/26/2020;Jambi;425;10;267
9/26/2020;Jawa Barat;21411;445;13081
9/26/2020;Jawa Tengah;24409;1708;17838
9/26/2020;Jawa Timur;42251;3502;36552
9/26/2020;Kalimantan Barat;946;8;780
9/26/2020;Kalimantan Selatan;10119;410;8517
9/26/2020;Kalimantan Tengah;3474;130;2637
9/26/2020;Kalimantan Timur;8069;297;5183
9/26/2020;Kalimantan Utara;563;4;448
9/26/2020;Kepulauan Bangka Belitung;338;4;279
9/26/2020;Kepulauan Riau;2115;55;1294
9/26/2020;Lampung;826;30;582
9/26/2020;Maluku;2727;42;1697
9/26/2020;Maluku Utara;2048;73;1799
9/26/2020;Nusa Tenggara Barat;3246;192;2546
9/26/2020;Nusa Tenggara Timur;394;6;250
9/26/2020;Papua;5840;81;3753
9/26/2020;Papua Barat;1950;29;1057
9/26/2020;Riau;6626;137;3199
9/26/2020;Sulawesi Barat;571;11;408
9/26/2020;Sulawesi Selatan;15061;408;11093
9/26/2020;Sulawesi Tengah;375;15;247
9/26/2020;Sulawesi Tenggara;2676;53;1801
9/26/2020;Sulawesi Utara;4411;174;3501
9/26/2020;Sumatera Barat;5504;105;2858
9/26/2020;Sumatera Selatan;5794;337;4161
9/26/2020;Sumatera Utara;9941;417;6265
9/27/2020;Aceh;4246;156;2027
9/27/2020;Bali;8527;75;1623
9/27/2020;Banten;5262;185;4570
9/27/2020;Bengkulu;645;34;402
9/27/2020;DKI Jakarta;70442;1698;56542
9/27/2020;Daerah Istimewa Yogyakarta;2519;65;1745
9/27/2020;Gorontalo;2571;74;2214
9/27/2020;Indonesia;275213;10386;203014
9/27/2020;Jambi;446;10;269
9/27/2020;Jawa Barat;21909;447;13361
9/27/2020;Jawa Tengah;24662;1712;17955
9/27/2020;Jawa Timur;42448;3521;37012
9/27/2020;Kalimantan Barat;957;9;789
9/27/2020;Kalimantan Selatan;10196;411;8592
9/27/2020;Kalimantan Tengah;3485;130;2663
9/27/2020;Kalimantan Timur;8209;300;5327
9/27/2020;Kalimantan Utara;569;4;450
9/27/2020;Kepulauan Bangka Belitung;338;4;292
9/27/2020;Kepulauan Riau;2171;55;1295
9/27/2020;Lampung;841;30;596
9/27/2020;Maluku;2727;42;1736
9/27/2020;Maluku Utara;2048;73;1799
9/27/2020;Nusa Tenggara Barat;3265;194;2554
9/27/2020;Nusa Tenggara Timur;402;6;250
9/27/2020;Papua;5953;82;3753
9/27/2020;Papua Barat;1989;29;1074
9/27/2020;Riau;6816;143;3408
9/27/2020;Sulawesi Barat;617;11;416
9/27/2020;Sulawesi Selatan;15215;411;11314
9/27/2020;Sulawesi Tengah;375;15;247
9/27/2020;Sulawesi Tenggara;2760;55;1801
9/27/2020;Sulawesi Utara;4437;174;3523
9/27/2020;Sumatera Barat;5720;108;2926
9/27/2020;Sumatera Selatan;5876;340;4203
9/27/2020;Sumatera Utara;10038;420;6444
9/28/2020;Aceh;4325;169;2188
9/28/2020;Bali;8634;79;1648
9/28/2020;Banten;5391;187;4695
9/28/2020;Bengkulu;647;34;402
9/28/2020;DKI Jakarta;71340;1707;57873
9/28/2020;Daerah Istimewa Yogyakarta;2558;65;1798
9/28/2020;Gorontalo;2658;74;2224
9/28/2020;Indonesia;278722;10473;206870
9/28/2020;Jambi;467;10;269
9/28/2020;Jawa Barat;22468;452;13726
9/28/2020;Jawa Tengah;24969;1721;18156
9/28/2020;Jawa Timur;42728;3543;37463
9/28/2020;Kalimantan Barat;957;9;789
9/28/2020;Kalimantan Selatan;10236;416;8681
9/28/2020;Kalimantan Tengah;3549;131;2693
9/28/2020;Kalimantan Timur;8323;302;5476
9/28/2020;Kalimantan Utara;573;4;450
9/28/2020;Kepulauan Bangka Belitung;338;4;301
9/28/2020;Kepulauan Riau;2183;55;1399
9/28/2020;Lampung;851;30;615
9/28/2020;Maluku;2727;42;1736
9/28/2020;Maluku Utara;2052;74;1799
9/28/2020;Nusa Tenggara Barat;3282;195;2558
9/28/2020;Nusa Tenggara Timur;402;6;263
9/28/2020;Papua;5999;82;3753
9/28/2020;Papua Barat;2053;31;1113
9/28/2020;Riau;7052;148;3519
9/28/2020;Sulawesi Barat;617;11;416
9/28/2020;Sulawesi Selatan;15293;411;11484
9/28/2020;Sulawesi Tengah;393;15;250
9/28/2020;Sulawesi Tenggara;2779;58;1843
9/28/2020;Sulawesi Utara;4444;174;3559
9/28/2020;Sumatera Barat;5926;110;3006
9/28/2020;Sumatera Selatan;5927;342;4254
9/28/2020;Sumatera Utara;10123;424;6638
9/29/2020;Aceh;4471;178;2308
9/29/2020;Bali;8740;80;1667
9/29/2020;Banten;5476;195;4954
9/29/2020;Bengkulu;665;34;421
9/29/2020;DKI Jakarta;72578;1728;58994
9/29/2020;Daerah Istimewa Yogyakarta;2607;67;1857
9/29/2020;Gorontalo;2670;74;2240
9/29/2020;Indonesia;282724;10601;210437
9/29/2020;Jambi;490;12;269
9/29/2020;Jawa Barat;22902;467;13936
9/29/2020;Jawa Tengah;25239;1733;18409
9/29/2020;Jawa Timur;43003;3567;37784
9/29/2020;Kalimantan Barat;974;9;808
9/29/2020;Kalimantan Selatan;10289;418;8745
9/29/2020;Kalimantan Tengah;3634;131;2697
9/29/2020;Kalimantan Timur;8437;314;5526
9/29/2020;Kalimantan Utara;575;4;451
9/29/2020;Kepulauan Bangka Belitung;348;4;303
9/29/2020;Kepulauan Riau;2200;55;1414
9/29/2020;Lampung;875;30;629
9/29/2020;Maluku;2815;42;1802
9/29/2020;Maluku Utara;2059;74;1802
9/29/2020;Nusa Tenggara Barat;3289;195;2597
9/29/2020;Nusa Tenggara Timur;406;6;268
9/29/2020;Papua;5999;82;3753
9/29/2020;Papua Barat;2087;34;1128
9/29/2020;Riau;7274;152;3683
9/29/2020;Sulawesi Barat;773;11;417
9/29/2020;Sulawesi Selatan;15435;414;11938
9/29/2020;Sulawesi Tengah;402;15;256
9/29/2020;Sulawesi Tenggara;2815;60;1904
9/29/2020;Sulawesi Utara;4456;176;3579
9/29/2020;Sumatera Barat;6180;116;3091
9/29/2020;Sumatera Selatan;5985;342;4279
9/29/2020;Sumatera Utara;10211;426;6810
9/30/2020;Aceh;4554;181;2310
9/30/2020;Bali;8873;82;1689
9/30/2020;Banten;5620;196;5079
9/30/2020;Bengkulu;693;34;441
9/30/2020;DKI Jakarta;73737;1741;60446
9/30/2020;Daerah Istimewa Yogyakarta;2643;67;1886
9/30/2020;Gorontalo;2752;75;2260
9/30/2020;Indonesia;287008;10740;214947
9/30/2020;Jambi;513;12;269
9/30/2020;Jawa Barat;23449;484;14246
9/30/2020;Jawa Tengah;25469;1737;18612
9/30/2020;Jawa Timur;43534;3618;38349
9/30/2020;Kalimantan Barat;982;9;810
9/30/2020;Kalimantan Selatan;10348;420;8783
9/30/2020;Kalimantan Tengah;3645;133;2817
9/30/2020;Kalimantan Timur;8650;333;5779
9/30/2020;Kalimantan Utara;577;4;495
9/30/2020;Kepulauan Bangka Belitung;362;4;304
9/30/2020;Kepulauan Riau;2234;55;1417
9/30/2020;Lampung;894;33;640
9/30/2020;Maluku;2815;42;1802
9/30/2020;Maluku Utara;2065;74;1802
9/30/2020;Nusa Tenggara Barat;3316;196;2637
9/30/2020;Nusa Tenggara Timur;424;6;274
9/30/2020;Papua;6321;88;3845
9/30/2020;Papua Barat;2134;35;1155
9/30/2020;Riau;7630;159;3933
9/30/2020;Sulawesi Barat;794;11;424
9/30/2020;Sulawesi Selatan;15510;418;12312
9/30/2020;Sulawesi Tengah;410;15;267
9/30/2020;Sulawesi Tenggara;2856;60;1918
9/30/2020;Sulawesi Utara;4487;177;3601
9/30/2020;Sumatera Barat;6281;127;3196
9/30/2020;Sumatera Selatan;6095;348;4365
9/30/2020;Sumatera Utara;10313;430;6980
10/01/20;Aceh;4666;184;2468
10/01/20;Bali;9014;83;1713
10/01/20;Banten;5722;201;5208
10/01/20;Bengkulu;713;36;456
10/01/20;DKI Jakarta;74990;1747;61564
10/01/20;Daerah Istimewa Yogyakarta;2680;69;1935
10/01/20;Gorontalo;2758;75;2295
10/01/20;Indonesia;291182;10856;218487
10/01/20;Jambi;534;12;272
10/01/20;Jawa Barat;24031;502;14443
10/01/20;Jawa Tengah;25771;1742;18802
10/01/20;Jawa Timur;44135;3640;38721
10/01/20;Kalimantan Barat;1011;9;824
10/01/20;Kalimantan Selatan;10403;420;8856
10/01/20;Kalimantan Tengah;3691;133;2832
10/01/20;Kalimantan Timur;8781;353;5887
10/01/20;Kalimantan Utara;583;4;502
10/01/20;Kepulauan Bangka Belitung;372;4;304
10/01/20;Kepulauan Riau;2250;55;1418
10/01/20;Lampung;907;33;656
10/01/20;Maluku;2859;42;1861
10/01/20;Maluku Utara;2067;74;1802
10/01/20;Nusa Tenggara Barat;3346;198;2651
10/01/20;Nusa Tenggara Timur;429;6;282
10/01/20;Papua;6382;93;3877
10/01/20;Papua Barat;2165;35;1166
10/01/20;Riau;7889;166;4204
10/01/20;Sulawesi Barat;804;11;424
10/01/20;Sulawesi Selatan;15620;418;12545
10/01/20;Sulawesi Tengah;440;16;287
10/01/20;Sulawesi Tenggara;2902;61;1936
10/01/20;Sulawesi Utara;4504;177;3625
10/01/20;Sumatera Barat;6473;131;3303
10/01/20;Sumatera Selatan;6135;351;4430
10/01/20;Sumatera Utara;10424;434;7133
10/02/20;Aceh;4854;190;2468
10/02/20;Bali;9144;85;1730
10/02/20;Banten;5804;201;5398
10/02/20;Bengkulu;722;37;466
10/02/20;DKI Jakarta;76188;1750;62239
10/02/20;Daerah Istimewa Yogyakarta;2700;73;1958
10/02/20;Gorontalo;2774;75;2316
10/02/20;Indonesia;295499;10972;221340
10/02/20;Jambi;558;15;277
10/02/20;Jawa Barat;24677;517;14718
10/02/20;Jawa Tengah;26115;1760;19003
10/02/20;Jawa Timur;44404;3662;39084
10/02/20;Kalimantan Barat;1017;9;842
10/02/20;Kalimantan Selatan;10478;424;8919
10/02/20;Kalimantan Tengah;3720;133;2865
10/02/20;Kalimantan Timur;9100;363;5971
10/02/20;Kalimantan Utara;589;4;503
10/02/20;Kepulauan Bangka Belitung;388;5;313
10/02/20;Kepulauan Riau;2273;55;1427
10/02/20;Lampung;932;36;673
10/02/20;Maluku;2976;42;1861
10/02/20;Maluku Utara;2074;74;1802
10/02/20;Nusa Tenggara Barat;3372;200;2658
10/02/20;Nusa Tenggara Timur;439;6;285
10/02/20;Papua;6504;96;3937
10/02/20;Papua Barat;2212;35;1166
10/02/20;Riau;8067;172;4359
10/02/20;Sulawesi Barat;809;11;428
10/02/20;Sulawesi Selatan;15687;418;12741
10/02/20;Sulawesi Tengah;450;17;291
10/02/20;Sulawesi Tenggara;2981;61;1983
10/02/20;Sulawesi Utara;4529;178;3663
10/02/20;Sumatera Barat;6587;136;3436
10/02/20;Sumatera Selatan;6207;354;4516
10/02/20;Sumatera Utara;10513;436;7313
10/03/20;Aceh;4927;193;2618
10/03/20;Bali;9249;85;1750
10/03/20;Banten;5938;206;5505
10/03/20;Bengkulu;724;37;466
10/03/20;DKI Jakarta;77453;1754;63429
10/03/20;Daerah Istimewa Yogyakarta;2772;74;1977
10/03/20;Gorontalo;2774;75;2325
10/03/20;Indonesia;299506;11055;225052
10/03/20;Jambi;571;15;280
10/03/20;Jawa Barat;25086;532;14949
10/03/20;Jawa Tengah;26486;1765;19204
10/03/20;Jawa Timur;44723;3677;39427
10/03/20;Kalimantan Barat;1023;9;847
10/03/20;Kalimantan Selatan;10562;426;8990
10/03/20;Kalimantan Tengah;3758;133;2947
10/03/20;Kalimantan Timur;9217;365;6121
10/03/20;Kalimantan Utara;596;4;524
10/03/20;Kepulauan Bangka Belitung;407;5;317
10/03/20;Kepulauan Riau;2306;55;1458
10/03/20;Lampung;942;36;682
10/03/20;Maluku;2976;42;1888
10/03/20;Maluku Utara;2075;74;1811
10/03/20;Nusa Tenggara Barat;3394;202;2675
10/03/20;Nusa Tenggara Timur;448;6;285
10/03/20;Papua;6690;101;3984
10/03/20;Papua Barat;2258;36;1169
10/03/20;Riau;8242;177;4816
10/03/20;Sulawesi Barat;820;11;450
10/03/20;Sulawesi Selatan;15744;422;12861
10/03/20;Sulawesi Tengah;461;17;307
10/03/20;Sulawesi Tenggara;3026;61;1990
10/03/20;Sulawesi Utara;4551;178;3688
10/03/20;Sumatera Barat;6872;143;3550
10/03/20;Sumatera Selatan;6277;354;4609
10/03/20;Sumatera Utara;10599;438;7442
10/04/20;Aceh;4994;200;2805
10/04/20;Bali;9360;85;1775
10/04/20;Banten;6106;208;5607
10/04/20;Bengkulu;728;37;472
10/04/20;DKI Jakarta;78851;1767;64460
10/04/20;Daerah Istimewa Yogyakarta;2791;75;2047
10/04/20;Gorontalo;2815;75;2356
10/04/20;Indonesia;303498;11151;228453
10/04/20;Jambi;593;15;285
10/04/20;Jawa Barat;25396;546;15099
10/04/20;Jawa Tengah;26798;1768;19387
10/04/20;Jawa Timur;44961;3695;39758
10/04/20;Kalimantan Barat;1042;9;866
10/04/20;Kalimantan Selatan;10621;427;9087
10/04/20;Kalimantan Tengah;3776;134;2977
10/04/20;Kalimantan Timur;9445;368;6353
10/04/20;Kalimantan Utara;603;5;528
10/04/20;Kepulauan Bangka Belitung;412;6;323
10/04/20;Kepulauan Riau;2343;56;1459
10/04/20;Lampung;951;36;695
10/04/20;Maluku;3040;42;1920
10/04/20;Maluku Utara;2075;74;1811
10/04/20;Nusa Tenggara Barat;3420;203;2685
10/04/20;Nusa Tenggara Timur;464;6;306
10/04/20;Papua;6781;105;4015
10/04/20;Papua Barat;2345;36;1260
10/04/20;Riau;8408;183;5034
10/04/20;Sulawesi Barat;829;11;465
10/04/20;Sulawesi Selatan;15816;425;12979
10/04/20;Sulawesi Tengah;466;17;310
10/04/20;Sulawesi Tenggara;3062;62;2012
10/04/20;Sulawesi Utara;4576;178;3715
10/04/20;Sumatera Barat;7127;147;3682
10/04/20;Sumatera Selatan;6323;356;4674
10/04/20;Sumatera Utara;10682;443;7552
10/05/20;Aceh;5064;206;2978
10/05/20;Bali;9443;86;1785
10/05/20;Banten;6243;210;5772
10/05/20;Bengkulu;752;37;501
10/05/20;DKI Jakarta;79873;1783;65440
10/05/20;Daerah Istimewa Yogyakarta;2813;75;2123
10/05/20;Gorontalo;2838;76;2389
10/05/20;Indonesia;307120;11253;232593
10/05/20;Jambi;618;15;290
10/05/20;Jawa Barat;26002;565;15979
10/05/20;Jawa Tengah;27166;1775;19581
10/05/20;Jawa Timur;45206;3703;40048
10/05/20;Kalimantan Barat;1044;9;866
10/05/20;Kalimantan Selatan;10665;428;9119
10/05/20;Kalimantan Tengah;3804;134;3015
10/05/20;Kalimantan Timur;9562;377;6551
10/05/20;Kalimantan Utara;605;5;531
10/05/20;Kepulauan Bangka Belitung;424;6;329
10/05/20;Kepulauan Riau;2382;59;1544
10/05/20;Lampung;988;36;711
10/05/20;Maluku;3062;42;1920
10/05/20;Maluku Utara;2077;74;1819
10/05/20;Nusa Tenggara Barat;3441;203;2705
10/05/20;Nusa Tenggara Timur;465;6;319
10/05/20;Papua;6881;105;4015
10/05/20;Papua Barat;2361;36;1280
10/05/20;Riau;8705;191;5313
10/05/20;Sulawesi Barat;830;11;469
10/05/20;Sulawesi Selatan;15831;425;13131
10/05/20;Sulawesi Tengah;467;18;312
10/05/20;Sulawesi Tenggara;3065;63;2075
10/05/20;Sulawesi Utara;4595;179;3756
10/05/20;Sumatera Barat;7343;151;3838
10/05/20;Sumatera Selatan;6346;357;4749
10/05/20;Sumatera Utara;10771;446;7673
10/06/20;Aceh;5183;210;3077
10/06/20;Bali;9542;87;1806
10/06/20;Banten;6341;213;5906
10/06/20;Bengkulu;758;37;531
10/06/20;DKI Jakarta;80979;1814;66456
10/06/20;Daerah Istimewa Yogyakarta;2833;75;2163
10/06/20;Gorontalo;2838;76;2416
10/06/20;Indonesia;311176;11374;236437
10/06/20;Jambi;647;15;297
10/06/20;Jawa Barat;26568;584;16251
10/06/20;Jawa Tengah;27569;1781;19911
10/06/20;Jawa Timur;45481;3712;40295
10/06/20;Kalimantan Barat;1085;9;874
10/06/20;Kalimantan Selatan;10738;431;9226
10/06/20;Kalimantan Tengah;3818;137;3057
10/06/20;Kalimantan Timur;9762;380;6701
10/06/20;Kalimantan Utara;610;5;550
10/06/20;Kepulauan Bangka Belitung;429;6;331
10/06/20;Kepulauan Riau;2411;59;1588
10/06/20;Lampung;1015;36;733
10/06/20;Maluku;3130;42;1936
10/06/20;Maluku Utara;2077;74;1823
10/06/20;Nusa Tenggara Barat;3464;203;2738
10/06/20;Nusa Tenggara Timur;467;6;333
10/06/20;Papua;7073;108;4070
10/06/20;Papua Barat;2475;36;1347
10/06/20;Riau;8837;198;5495
10/06/20;Sulawesi Barat;842;11;474
10/06/20;Sulawesi Selatan;15889;425;13328
10/06/20;Sulawesi Tengah;491;19;324
10/06/20;Sulawesi Tenggara;3160;63;2132
10/06/20;Sulawesi Utara;4630;179;3771
10/06/20;Sumatera Barat;7428;154;4138
10/06/20;Sumatera Selatan;6417;362;4753
10/06/20;Sumatera Utara;10869;448;7876
10/07/20;Aceh;5255;212;3288
10/07/20;Bali;9647;92;1813
10/07/20;Banten;6422;216;5969
10/07/20;Bengkulu;762;37;551
10/07/20;DKI Jakarta;82190;1829;67443
10/07/20;Daerah Istimewa Yogyakarta;2853;75;2183
10/07/20;Gorontalo;2921;76;2440
10/07/20;Indonesia;315714;11472;240291
10/07/20;Jambi;670;15;307
10/07/20;Jawa Barat;27378;604;16708
10/07/20;Jawa Tengah;27954;1785;20182
10/07/20;Jawa Timur;45807;3735;40594
10/07/20;Kalimantan Barat;1095;9;878
10/07/20;Kalimantan Selatan;10778;432;9294
10/07/20;Kalimantan Tengah;3855;138;3093
10/07/20;Kalimantan Timur;9964;384;6810
10/07/20;Kalimantan Utara;623;5;553
10/07/20;Kepulauan Bangka Belitung;439;6;332
10/07/20;Kepulauan Riau;2421;59;1688
10/07/20;Lampung;1031;38;733
10/07/20;Maluku;3178;42;1984
10/07/20;Maluku Utara;2077;74;1831
10/07/20;Nusa Tenggara Barat;3471;203;2756
10/07/20;Nusa Tenggara Timur;485;6;336
10/07/20;Papua;7214;108;4121
10/07/20;Papua Barat;2543;39;1388
10/07/20;Riau;8987;200;5757
10/07/20;Sulawesi Barat;862;11;478
10/07/20;Sulawesi Selatan;16019;425;13411
10/07/20;Sulawesi Tengah;514;20;328
10/07/20;Sulawesi Tenggara;3256;64;2179
10/07/20;Sulawesi Utara;4652;180;3822
10/07/20;Sumatera Barat;7622;163;4257
10/07/20;Sumatera Selatan;6531;364;4797
10/07/20;Sumatera Utara;10965;453;8054
10/08/20;Aceh;5423;214;3453
10/08/20;Bali;9754;92;1834
10/08/20;Banten;6544;217;6077
10/08/20;Bengkulu;774;37;571
10/08/20;DKI Jakarta;83372;1846;68490
10/08/20;Daerah Istimewa Yogyakarta;2904;76;2192
10/08/20;Gorontalo;2930;77;2440
10/08/20;Indonesia;320564;11580;244060
10/08/20;Jambi;716;15;308
10/08/20;Jawa Barat;27996;611;17048
10/08/20;Jawa Tengah;28301;1795;20442
10/08/20;Jawa Timur;46150;3755;40923
10/08/20;Kalimantan Barat;1108;9;879
10/08/20;Kalimantan Selatan;10820;437;9363
10/08/20;Kalimantan Tengah;3866;139;3143
10/08/20;Kalimantan Timur;10202;396;7046
10/08/20;Kalimantan Utara;629;5;555
10/08/20;Kepulauan Bangka Belitung;441;6;332
10/08/20;Kepulauan Riau;2450;60;1820
10/08/20;Lampung;1089;38;749
10/08/20;Maluku;3272;42;2016
10/08/20;Maluku Utara;2082;74;1831
10/08/20;Nusa Tenggara Barat;3485;203;2769
10/08/20;Nusa Tenggara Timur;532;7;343
10/08/20;Papua;7312;109;4168
10/08/20;Papua Barat;2753;39;1395
10/08/20;Riau;9233;204;5855
10/08/20;Sulawesi Barat;868;11;484
10/08/20;Sulawesi Selatan;16218;427;13533
10/08/20;Sulawesi Tengah;528;21;335
10/08/20;Sulawesi Tenggara;3356;64;2213
10/08/20;Sulawesi Utara;4684;180;3845
10/08/20;Sumatera Barat;7823;168;4399
10/08/20;Sumatera Selatan;6614;367;4948
10/08/20;Sumatera Utara;11064;460;8243
10/09/20;Aceh;5546;218;3546
10/09/20;Bali;9892;92;1841
10/09/20;Banten;6685;218;6178
10/09/20;Bengkulu;785;38;585
10/09/20;DKI Jakarta;84315;1867;69339
10/09/20;Daerah Istimewa Yogyakarta;2960;78;2223
10/09/20;Gorontalo;2932;77;2546
10/09/20;Indonesia;324658;11677;247667
10/09/20;Jambi;761;17;313
10/09/20;Jawa Barat;28516;614;17561
10/09/20;Jawa Tengah;28709;1805;20641
10/09/20;Jawa Timur;46453;3780;41301
10/09/20;Kalimantan Barat;1136;9;909
10/09/20;Kalimantan Selatan;10901;438;9505
10/09/20;Kalimantan Tengah;3890;139;3151
10/09/20;Kalimantan Timur;10337;406;7228
10/09/20;Kalimantan Utara;632;5;559
10/09/20;Kepulauan Bangka Belitung;455;6;334
10/09/20;Kepulauan Riau;2450;60;1820
10/09/20;Lampung;1089;39;766
10/09/20;Maluku;3272;42;2016
10/09/20;Maluku Utara;2082;74;1864
10/09/20;Nusa Tenggara Barat;3513;205;2791
10/09/20;Nusa Tenggara Timur;551;7;349
10/09/20;Papua;7428;109;4168
